"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"289410","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"10658","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"10686","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"110229","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"78716","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"136482","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"232197","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"234098","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"230229","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"95866","Bacteria","GOUTA4",NA,NA,NA,NA,NA
"556167","Bacteria","GOUTA4",NA,NA,NA,NA,NA
"515827","Bacteria","GOUTA4","RB384",NA,NA,NA,NA
"526431","Bacteria","GOUTA4","RB384",NA,NA,NA,NA
"143463","Bacteria","GOUTA4","RB384",NA,NA,NA,NA
"225464","Bacteria","GOUTA4","RB384",NA,NA,NA,NA
"513019","Bacteria","GOUTA4","RB384",NA,NA,NA,NA
"325820","Bacteria","TG3","TG3-1","GN09",NA,NA,NA
"513979","Bacteria","TG3","TG3-1","GN09",NA,NA,NA
"88595","Bacteria","Chlorobi","Ignavibacteria","ZB1",NA,NA,NA
"137219","Bacteria","Chlorobi","Ignavibacteria","ZB1",NA,NA,NA
"91023","Bacteria","Chlorobi","Ignavibacteria","ZB1",NA,NA,NA
"101101","Bacteria","Chlorobi","Ignavibacteria","ZB1",NA,NA,NA
"240724","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",NA
"213866","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"337082","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"509234","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"363429","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"577176","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"149719","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"41844","Bacteria","Chlorobi","SM1B09",NA,NA,NA,NA
"239595","Bacteria","Chlorobi","SM1B09",NA,NA,NA,NA
"203705","Bacteria","Chlorobi","SM1B09",NA,NA,NA,NA
"258229","Bacteria","Chlorobi","SM1B09",NA,NA,NA,NA
"72373","Bacteria","Chlorobi","SM1B09",NA,NA,NA,NA
"141738","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"60815","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"241447","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"222624","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"217881","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"152291","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"360408","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"586390","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"563907","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"114547","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"152302","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"310286","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"408758","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"569201","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"196940","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"172221","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"145701","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"230544","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"565618","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"170662","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"149135","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"554198","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"147632","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"561793","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"578382","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"571383","Bacteria","Chlorobi","BSV19",NA,NA,NA,NA
"554668","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Balneolaceae","Balneola",NA
"244965","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Balneolaceae","Balneola","Balneolaalkaliphila"
"579287","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Balneolaceae",NA,NA
"314591","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Balneolaceae",NA,NA
"579339","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Balneolaceae",NA,NA
"17215","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flammeovirgaceae","Thermonema",NA
"320231","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"103624","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"234079","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"525955","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"256454","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"101215","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"190481","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"342087","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"344200","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"66632","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"573049","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"230500","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"172515","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"576998","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"578477","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"227744","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"590041","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"141750","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"575472","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"178237","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"544037","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"140681","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"319175","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"248998","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"561016","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"272292","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"560135","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"337438","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"62691","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"133610","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"192107","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"146541","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"542989","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"450857","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"356497","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"575686","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"339261","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"100077","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"254573","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"511108","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"252859","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"113227","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"562142","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"541389","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"104489","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"305331","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"103421","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"95582","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"545820","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"156530","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"232667","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"150756","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"563050","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"101620","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"230882","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"160898","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"583037","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"560419","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"591187","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"246595","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"548838","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"136894","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"233682","Bacteria","Bacteroidetes","Flavobacteria",NA,NA,NA,NA
"556891","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales",NA,NA,NA
"556785","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales",NA,NA,NA
"286813","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"191828","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"249994","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"529450","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"330803","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"144996","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"579831","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"247895","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Kordia",NA
"250190","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"233328","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"17872","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"68987","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"105331","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"230145","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"551808","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"188334","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"230843","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"348941","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"228170","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"171189","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"341072","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"170720","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"343127","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"585343","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"118817","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"227670","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"334598","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"272995","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"61189","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"319928","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"234071","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"573052","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"548700","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"325922","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Zhouia","Zhouiaamylolytica"
"501319","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"2375","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"428237","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"465094","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"314128","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophagacanimorsus"
"125969","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophagahaemolytica"
"361804","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophagasputigena"
"2394","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophagaochracea"
"59534","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophagaochracea"
"165694","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"56208","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"241520","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"112578","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"514212","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"309276","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"179042","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"290356","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"107484","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae",NA,NA
"111856","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"143254","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"143021","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"509372","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"272591","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"60733","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"161600","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"388912","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"442300","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"355611","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"203518","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"392372","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"263225","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"39294","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"58543","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumgelidilacus"
"499875","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"534899","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"574039","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"140960","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumcolumnare"
"263519","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"142692","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"141821","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"275404","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"426016","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"83993","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"341862","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"325093","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumfrigidarium"
"172143","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumsuccinicans"
"140859","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumsuccinicans"
"382056","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumsuccinicans"
"542816","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"426108","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"270711","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"329653","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"539763","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"471192","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacteriumpsychrophilum"
"558797","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
